Category,Message
spam,great news call freefone 08006344447 claim guarantee £1000 cash £2000 gift speak live operator
spam,hi amy send free phone number couple day give access adult party
ham,bus way calicut
ham,hi probably much fun get message think id txt u co im bore james fart night
ham,hi baby im sit bloody bus mo wont home 730 wan na somethin later call later ortxt back jess xx
spam,welcome select o2 service add benefit call specially trained advisor free mobile dial 402
ham,lose 4 pound since doc visit last week woot woot im gon na celebrate stuff face
ham,u come back 4 dinner rite dad ask confirm wif u
ham,master buy bb cos sale hows bf
ham,ahhhhjust wake uphad bad dream u thoso dont like u right didnt know anything comedy night guess im
ham,im viveki get call number
ham,didnt u call lunch
ham,mean leave early check co im work 96
ham,want ltgt r dado
ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
ham,yup ok
ham,want see pretty pussy
spam,dear voucher holder next meal u use follow link pc 2 enjoy 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
ham,people game im mall iouri kaila
spam,urgent try contact u today draw show £2000 prize guarantee call 09058094507 land line claim 3030 valid 12hrs
spam,donate £250 unicefs asian tsunami disaster support fund texting donate 864233 £250 add next bill
ham,future plan tomorrow result today best present enjoy future
ham,cme want go hos 2morow wil cme get dear didnt say time
ham,suppose meet discus abt trip thought xuhui tell afternoon thought go lesson
ham,hey come online use msn
ham,im fine hope good take care
ham,oops shower u call hey parking garage collapse university hospital see im crazy stuff like happen
ham,aiyo u poor thing u dun wan 2 eat u bathe already
ham,yar tot u know dis would happen long ago already
ham,gorgeous keep pix cumming thank
ham,boy late 2 home father power frndship
ham,jade paul didnt u txt u remember barmed want 2 talk 2 u txt
ham,spend new year brother family let plan meet next week ready spoil
ham,u today
ham,say okay sorry
ham,sleep thinkthis time ltgt pm dangerous
ham,network job
spam,goldviking 29m invite friend reply yes762 no762 see wwwsmsacugoldviking stop send stop frnd 62468
ham,dont let study stress l8r
ham,thats u haf 2 keep busy
ham,rush im work im school rush go hungry
ham,channel
ham,tell coulda real valentine wasnt u never pick nothing
spam,phony £350 award todays voda number end xxxx select receive £350 award match please call 08712300220 quote claim code 3100 standard rate app
ham,make eta taunton 1230 plan hope ‘ still okday good see xx
ham,im hungry buy smth home
ham,hey kate hope ur ok give u buz wedlunch go outsomewhere 4 adrink towncud go 2watershd 4 bit ppl fromwrk bthere love petexxx
ham,drive read need write
ham,look addie go back monday suck
ham,happy new year hope good semester
ham,esplanade lor else
ham,talk
ham,hmph go head big baller
ham,well like actually call someone punto woulda worse
ham,nope since ayo travel forgotten guy
ham,still around look pick later
spam,cd 4u congratulation ur award £500 cd gift voucher £125 gift guarantee freeentry 2 £100 wkly draw xt music 87066 tncs wwwldewcom1win150ppmx3age16
ham,there someone year ltgt toyota camry like mr olayiwolas mileage ltgt kit clean need know much sell raise dough soon land sell holla back
ham,guess pub im im happy pig clover whatever say
ham,ill b soon
ham,oh k come tomorrow
ham,go fool dont cheat others ok
ham,mobile numberpls sm ur mail idconvey regard achanammarakheshqatar
ham,way rencontre meet mountain dont
spam,guarantee £1000 cash £2000 prize claim yr prize call customer service representative 08714712412 10am7pm cost 10p
ham,u attend ur drive lesson many time wk n day
ham,uncle g check reward month
ham,hello boytoy geeee im miss today like send tm remind im think love love kiss
ham,think two still need get cash def ready 9
ham,hey galsu wan na meet 4 dinner nìte
spam,dear 0776xxxxxxx uve invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
ham,babe talk think good boy miss love
ham,great office today
ham,cool last little get time soon
ham,sad puppy noise
ham,yes possible dint try pls dont tell one k
ham,anyway holla whenever youre around need excuse go creep people sarasota
ham,happen
ham,gon na ask lol think 7
spam,ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
spam,private 2003 account statement show 800 unredeemed sim point call 08715203685 identifier code4xx26 expire 131004
ham,go chase run shes cross street
spam,id like tell deep darkest fantasy call 09094646631 60pmin stop text call 08712460324 nat rate
ham,come friday leave pongaldo get news work place
ham,hey inconvenient si huh
ham,ok vldo u know get adsense approve
ham,really good see day dudette miss
ham,want go perumbavoor
ham,many time tell stage use laugh listen aha
spam,wont believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18ptxt
ham,didnt hear
ham,thanks talk saturday dear cherish brother role model
ham,pls clarify back open return ticket preponed go back kerala
spam,natalie 20f invite friend reply yes165 no165 see wwwsmsacuatalie2k9 stop send stop frnd 62468
ham,ran young man make pretty baby together
spam,jamster get free wallpaper text heart 88888 tc apply 16 need help call 08701213186
ham,ic lol play 9 door sometime yo
ham,dunno dad say coming home 2 bring u 4 lunch yup go w u lor call u reach school lor
ham,sent jd customer service cum account executive ur mail id detail contact u
ham,desire u go doctor 4 liver get bit stylish get ur hair manage thats
ham,hmmmstill dont opener
ham,yeah basically time next week get away mom amp get 3
ham,edison rightly say fool ask question wise man answer know u speechless viva gmgngegnt
ham,vote wherever heart guide
ham,si lor juz watch italian job
ham,tick tick tick could die loneliness know pout stomps foot need
ham,lmao know well
spam,double min double txt 12 price linerental late orange bluetooth mobile call mobileupd8 late offer 08000839402 call2optoutlf56
ham,train back northampton im afraid im stay skyving today ho ho around wednesday though fancy comedy club week way
ham,goodnight da thangam really miss u dear
ham,hey next sun 1030 theres basic yoga course bugis go pilates intro next sat tell time r free
ham,geeeee internet really bad today eh
spam,free video camera phone half price line rental 12 mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382 call2optout674
ham,think disturb da
ham,sorry ill call later meeting sir
ham,havent stick orchard dads car go 4 dinner u leh r free tonight
ham,ok also wan 2 watch e 9 pm show
ham,dunno lei like dun haf
ham,brother transfer ltgt ltgt pa
ham,call later afternoon onwords mtnl service get problem south mumbai hear cannt listen
spam,83039 62735£450 uk break accommodationvouchers term condition apply 2 claim mustprovide claim number 15541
ham,talk g x
ham,hai dear friends new amp present number rajitha raj ranju
spam,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
ham,different style
spam,win £200 shop spree every week start 2 play text store 88039 skilgme tscs08714740323 1winawk age16 £150perweeksub
ham,gud ni8 dearslp welltake careswt dreamsmuah
ham,want send ltgt mesages today thats sorry hurt
spam,2nd attempt contract u week top prize either £1000 cash £200 prize call 09066361921
ham,well im glad didnt find totally disagreeable lol
ham,guy flash go call call madam take care oh
spam,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705
ham,mark work tomorrow get 5 work house meet u afterwards
ham,keep ur problem ur heart bcoz nobody fight u u amp u fight ur self amp win battle vivekanand g 9t sd ham yeah give call youve get minute ham hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried 4thnovbehind ourbacks  fuckinniceselfishdeviousbitchanywayil call u
ham,amaze rearrange letter give mean dormitory dirty room astronomer moon starer eye see election result lie let recount motherinlaw woman hitler eleven plus two twelve plus one amazing
ham,aiya discus later lar pick ü 4
ham,hey happy birthday
ham,sorry miss call please call back
ham,omg one thing another cat worm bad day end
ham,good morning im suffer fever dysentry able come office today
ham,wont anything de
ham,type stuff sing
ham,st andre virgil cream
ham,check room befor activity
ham,fri ah okie lorgoin 4 drivin den go shoppin tt
ham,gokila talk aha
ham,hi shanilrakhesh herethanksi exchange uncut diamond stuffleaving back excellent service dino prem
ham,kkthis month kotees birthday know
ham,im really really break oh amount small even ltgt
ham,sorry mat phone didnt write love kate
spam,themobhit link get premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaperall 4 free
ham,ah well confuse thing doesnt think friend maybe wrong thing already sort invite tho may come co money
ham,aight call youre close
ham,nope thats fine might nap tho
spam,msg mobile content order resent previous attempt fail due network error query customersqueriesnetvisionukcom
ham,news hassle get weed week andres money haughaighgtujhyguj
ham,boy love gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decide 2 aproach gal dt time truck speed towards gal wn 2 hit girld boy run like hell n save asked hw cn u run fast boy reply boost secret energy n instantly girl shout energy n thy live happily 2gthr drink boost evrydy moral story hv free msgsd gud ni8
ham,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
ham,ding ya break fassyole blacko londn
ham,really need 2 kiss u miss u baby ur baby 4eva
ham,sign maturity start say big thing actually start understand small thing nice even bslvyl
ham,oh get many responsibility
spam,1 new message please call 08715205273
ham,ive reach sch already
spam,december mobile 11mths entitled update late colour camera mobile free call mobile update vco free 08002986906
ham,u definitely need module e humanity dis sem izzit u wan 2 take module 1st
ham,argh fuck nobody town
spam,get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tone 3gbp network operator rate apply
ham,thanks fill complete calm reassurance
ham,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning
ham,drive training
ham,lol real tell dad cancer
spam,private 2003 account statement 078
ham,oops ltgt
ham,enufcredeit tocallshall ileave uni 6 get bus yor house
ham,hi chikku send nice msg
ham,impossible argue always treat like sub like never release remind necessary
